"Name","Country","Club","Year"
"Luciana","Brazil","Ferroviária",2015
"Fabiana","Brazil","Centro Olímpico",2015
"Mônica Alves","Brazil","Ferroviária",2015
"Rafinha Travalão","Brazil","Boston Breakers",2015
"Andressinha","Brazil","Kindermann",2015
"Tamires","Brazil","Centro Olímpico",2015
"Bia Zaneratto","Brazil","Incheon Hyundai Steel Red Angels",2015
"Thaísa Moreno","Brazil","Ferroviária",2015
"Andressa Alves","Brazil","São José",2015
"Marta","Brazil","FC Rosengård",2015
"Cristiane","Brazil","Centro Olímpico",2015
"Bárbara","Brazil","Kindermann",2015
"Poliana","Brazil","São José",2015
"Géssica do Nascimento","Brazil","Ferroviária",2015
"Tayla","Brazil","Ferroviária",2015
"Rafaelle Souza","Brazil","São Francisco",2015
"Rosana","Brazil","São José",2015
"Raquel Fernandes","Brazil","Ferroviária",2015
"Maurine","Brazil","Ferroviária",2015
"Formiga","Brazil","São José",2015
"Gabi Zanotti","Brazil","Centro Olímpico",2015
"Darlene","Brazil","Centro Olímpico",2015
"Letícia Izidoro","Brazil","São José",2015
"Dinnia Díaz","Costa Rica","UD Moravia",2015
"Gabriela Guillén","Costa Rica","Deportivo Saprissa",2015
"Emilie Valenciano","Costa Rica","L.D. Alajuelense",2015
"Mariana Benavides","Costa Rica","C.S. Herediano",2015
"Diana Sáenz","Costa Rica","Univ. of South Florida",2015
"Carol Sánchez","Costa Rica","UD Moravia",2015
"Melissa Herrera","Costa Rica","Deportivo Saprissa",2015
"Daniela Cruz","Costa Rica","Deportivo Saprissa",2015
"Carolina Venegas","Costa Rica","Deportivo Saprissa",2015
"Shirley Cruz","Costa Rica","Paris Saint-Germain",2015
"Raquel Rodríguez","Costa Rica","Penn State Univ.",2015
"Lixy Rodríguez","Costa Rica","L.D. Alajuelense",2015
"Noelia Bermúdez","Costa Rica","Deportivo Saprissa",2015
"María Barrantes","Costa Rica","UD Moravia",2015
"Cristín Granados","Costa Rica","Deportivo Saprissa",2015
"Katherine Alvarado","Costa Rica","Deportivo Saprissa",2015
"Karla Villalobos","Costa Rica","C.S. Herediano",2015
"Yirlania Arroyo","Costa Rica","Sky Blue FC",2015
"Fabiola Sánchez","Costa Rica","Martin Methodist College",2015
"Wendy Acosta","Costa Rica","UD Moravia",2015
"Adriana Venegas","Costa Rica","C.S. Herediano",2015
"María Coto","Costa Rica","L.D. Alajuelense",2015
"Gloriana Villalobos","Costa Rica","Deportivo Saprissa",2015
"Jun Min-kyung","South Korea","Icheon Daekyo",2015
"Lee Eun-mi","South Korea","Icheon Daekyo",2015
"Lim Seon-joo","South Korea","Incheon Hyundai Steel Red Angels",2015
"Shim Seo-yeon","South Korea","Icheon Daekyo",2015
"Kim Do-yeon","South Korea","Incheon Hyundai Steel Red Angels",2015
"Hwang Bo-ram","South Korea","Icheon Daekyo",2015
"Jeon Ga-eul","South Korea","Incheon Hyundai Steel Red Angels",2015
"Cho So-hyun","South Korea","Incheon Hyundai Steel Red Angels",2015
"Park Eun-sun","South Korea","WFC Rossiyanka",2015
"Ji So-yun","South Korea","Chelsea",2015
"Jung Seol-bin","South Korea","Incheon Hyundai Steel Red Angels",2015
"Yoo Young-a","South Korea","Incheon Hyundai Steel Red Angels",2015
"Kwon Hah-nul","South Korea","Busan Sangmu",2015
"Song Su-ran","South Korea","Daejeon Sportstoto",2015
"Park Hee-young","South Korea","Daejeon Sportstoto",2015
"Kang Yu-mi","South Korea","Hwacheon KSPO",2015
"Kim Hye-yeong","South Korea","Icheon Daekyo",2015
"Kim Jung-mi","South Korea","Incheon Hyundai Steel Red Angels",2015
"Kim Soo-yun","South Korea","Hwacheon KSPO",2015
"Kim Hye-ri","South Korea","Incheon Hyundai Steel Red Angels",2015
"Yoon Young-geul","South Korea","Suwon FMC",2015
"Lee So-dam","South Korea","Daejeon Sportstoto",2015
"Lee Geum-min","South Korea","Seoul",2015
"Ainhoa Tirapu","Spain","Athletic Bilbao",2015
"Celia Jiménez","Spain","Univ. of Alabama",2015
"Leire Landa","Spain","FC Barcelona",2015
"Melanie Serrano","Spain","FC Barcelona",2015
"Ruth García","Spain","FC Barcelona",2015
"Virginia Torrecilla","Spain","FC Barcelona",2015
"Natalia Pablos","Spain","Arsenal",2015
"Sonia Bermúdez","Spain","FC Barcelona",2015
"Verónica Boquete","Spain","1. FFC Frankfurt",2015
"Jennifer Hermoso","Spain","FC Barcelona",2015
"Priscila Borja","Spain","Atlético Madrid",2015
"Marta Corredera","Spain","FC Barcelona",2015
"Lola Gallardo","Spain","Atlético Madrid",2015
"Vicky Losada","Spain","Arsenal",2015
"Silvia Meseguer","Spain","Atlético Madrid",2015
"Ivana Andrés","Spain","Valencia CF",2015
"Elisabeth Ibarra","Spain","Athletic Bilbao",2015
"Marta Torrejón","Spain","FC Barcelona",2015
"Erika Vázquez","Spain","Athletic Bilbao",2015
"Irene Paredes","Spain","Athletic Bilbao",2015
"Alexia Putellas","Spain","FC Barcelona",2015
"Amanda Sampedro","Spain","Atlético Madrid",2015
"Sandra Paños","Spain","Levante UD",2015
"Stefany Castaño","Colombia","Graceland Univ.",2015
"Carolina Arbeláez","Colombia","Formas Íntimas",2015
"Natalia Gaitán","Colombia","CD Gol Star",2015
"Diana Ospina","Colombia","Formas Íntimas",2015
"Lina Granados","Colombia","Vanderbilt University",2015
"Daniela Montoya","Colombia","Formas Íntimas",2015
"Ingrid Vidal","Colombia","CD Palmiranas",2015
"Mildrey Pineda","Colombia","CD Palmiranas",2015
"Oriánica Velásquez","Colombia","CD Gol Star",2015
"Yoreli Rincón","Colombia","Torres Calcio",2015
"Catalina Usme","Colombia","Formas Íntimas",2015
"Sandra Sepúlveda","Colombia","Formas Íntimas",2015
"Ángela Clavijo","Colombia","Club Kamatsa",2015
"Nataly Arias","Colombia","Atlanta Silverbacks",2015
"Tatiana Ariza","Colombia","CD Gol Star",2015
"Lady Andrade","Colombia","CD Palmiranas",2015
"Carolina Arias","Colombia","CD Palmiranas",2015
"Yisela Cuesta","Colombia","Formas Íntimas",2015
"Leicy Santos","Colombia","Club Besser",2015
"Laura Cosme","Colombia","CD Palmiranas",2015
"Isabella Echeverri","Colombia","Univ. of Toledo",2015
"Catalina Pérez","Colombia","Univ. of Miami",2015
"Manuela González","Colombia","CD Palmiranas",2015
"Karen Bardsley","England","Manchester City",2015
"Alex Scott","England","Arsenal",2015
"Claire Rafferty","England","Chelsea",2015
"Fara Williams","England","Liverpool",2015
"Steph Houghton","England","Manchester City",2015
"Laura Bassett","England","Notts County",2015
"Jordan Nobbs","England","Arsenal",2015
"Jill Scott","England","Manchester City",2015
"Eniola Aluko","England","Chelsea",2015
"Karen Carney","England","Birmingham City",2015
"Jade Moore","England","Birmingham City",2015
"Lucy Bronze","England","Manchester City",2015
"Siobhan Chamberlain","England","Arsenal",2015
"Alex Greenwood","England","Notts County",2015
"Casey Stoney","England","Arsenal",2015
"Katie Chapman","England","Chelsea",2015
"Jo Potter","England","Birmingham City",2015
"Toni Duggan","England","Manchester City",2015
"Jodie Taylor","England","Portland Thorns",2015
"Lianne Sanderson","England","Portland Thorns",2015
"Carly Telford","England","Notts County",2015
"Fran Kirby","England","Chelsea",2015
"Ellen White","England","Notts County",2015
"Céline Deville","France","FCF Juvisy",2015
"Wendie Renard","France","Olympique Lyon",2015
"Laure Boulleau","France","Paris Saint-Germain",2015
"Laura Georges","France","Paris Saint-Germain",2015
"Sabrina Delannoy","France","Paris Saint-Germain",2015
"Amandine Henry","France","Olympique Lyon",2015
"Kenza Dali","France","Paris Saint-Germain",2015
"Jessica Houara","France","Paris Saint-Germain",2015
"Eugénie Le Sommer","France","Olympique Lyon",2015
"Camille Abily","France","Olympique Lyon",2015
"Claire Lavogez","France","Montpellier HSC",2015
"Élodie Thomis","France","Olympique Lyon",2015
"Kadidiatou Diani","France","FCF Juvisy",2015
"Louisa Nécib","France","Olympique Lyon",2015
"Élise Bussaglia","France","Olympique Lyon",2015
"Sarah Bouhaddi","France","Olympique Lyon",2015
"Gaëtane Thiney","France","FCF Juvisy",2015
"Marie-Laure Delie","France","Paris Saint-Germain",2015
"Griedge Mbock Bathy","France","EA Guingamp",2015
"Annaïg Butel","France","FCF Juvisy",2015
"Méline Gérard","France","Olympique Lyon",2015
"Amel Majri","France","Olympique Lyon",2015
"Kheira Hamraoui","France","Paris Saint-Germain",2015
"Cecilia Santiago","Mexico","Unattached",2015
"Kenti Robles","Mexico","RCD Espanyol",2015
"Christina Murillo","Mexico","Univ. of Michigan",2015
"Alina Garciamendez","Mexico","Unattached",2015
"Valeria Miranda","Mexico","Pumas UNAM",2015
"Jenny Ruiz","Mexico","Unattached",2015
"Nayeli Rangel","Mexico","Unattached",2015
"Teresa Noyola","Mexico","Houston Dash",2015
"Charlyn Corral","Mexico","Merilappi United",2015
"Stephany Mayor","Mexico","UDLA Puebla",2015
"Mónica Ocampo","Mexico","Sky Blue FC",2015
"Pamela Tajonar","Mexico","Sevilla FC",2015
"Greta Espinoza","Mexico","Arizona Strikers",2015
"Arianna Romero","Mexico","Washington Spirit",2015
"Bianca Sierra","Mexico","Boston Breakers",2015
"Mónica Alvarado","Mexico","Texas Christian Univ.",2015
"Verónica Pérez","Mexico","Washington Spirit",2015
"Amanda Pérez","Mexico","Univ. of Washington",2015
"Renae Cuéllar","Mexico","Washington Spirit",2015
"María Sánchez","Mexico","Unattached",2015
"Anisa Guajardo","Mexico","Heidelberg United",2015
"Fabiola Ibarra","Mexico","Club Tijuana",2015
"Emily Alvarado","Mexico","Texas Rush",2015
"Solène Durand","France","Guingamp",2019
"Ève Périsset","France","Paris Saint-Germain",2019
"Wendie Renard","France","Lyon",2019
"Marion Torrent","France","Montpellier",2019
"Aïssatou Tounkara","France","Atlético Madrid",2019
"Amandine Henry","France","Lyon",2019
"Sakina Karchaoui","France","Montpellier",2019
"Grace Geyoro","France","Paris Saint-Germain",2019
"Eugénie Le Sommer","France","Lyon",2019
"Amel Majri","France","Lyon",2019
"Kadidiatou Diani","France","Paris Saint-Germain",2019
"Emelyne Laurent","France","Guingamp",2019
"Valérie Gauvin","France","Montpellier",2019
"Charlotte Bilbault","France","Paris FC",2019
"Élise Bussaglia","France","Dijon",2019
"Sarah Bouhaddi","France","Lyon",2019
"Gaëtane Thiney","France","Paris FC",2019
"Viviane Asseyi","France","Bordeaux",2019
"Griedge Mbock Bathy","France","Lyon",2019
"Delphine Cascarino","France","Lyon",2019
"Pauline Peyraud-Magnin","France","Arsenal",2019
"Julie Debever","France","Guingamp",2019
"Maéva Clemaron","France","Fleury",2019
"Tochukwu Oluehi","Nigeria","Rivers Angels",2019
"Amarachi Okoronkwo","Nigeria","Nasarawa Amazons",2019
"Osinachi Ohale","Nigeria","Växjö",2019
"Ngozi Ebere","Nigeria","Arna-Bjørnar",2019
"Onome Ebi","Nigeria","Henan Huishang",2019
"Evelyn Nwabuoku","Nigeria","Rivers Angels",2019
"Anam Imo","Nigeria","Rosengård",2019
"Asisat Oshoala","Nigeria","Barcelona",2019
"Desire Oparanozie","Nigeria","Guingamp",2019
"Rita Chikwelu","Nigeria","Kristianstads",2019
"Chinaza Uchendu","Nigeria","Braga",2019
"Uchenna Kanu","Nigeria","Southeastern Fire",2019
"Ngozi Okobi-Okeoghene","Nigeria","Eskilstuna United",2019
"Faith Michael","Nigeria","Piteå",2019
"Rasheedat Ajibade","Nigeria","Avaldsnes",2019
"Chiamaka Nnadozie","Nigeria","Rivers Angels",2019
"Francisca Ordega","Nigeria","Shanghai [zh]",2019
"Halimatu Ayinde","Nigeria","Eskilstuna United",2019
"Chinwendu Ihezuo","Nigeria","Henan Huishang",2019
"Chidinma Okeke","Nigeria","Robo Queens",2019
"Alaba Jonathan","Nigeria","Bayelsa Queens",2019
"Alice Ogebe","Nigeria","Rivers Angels",2019
"Ogonna Chukwudi","Nigeria","Djurgården",2019
"Ingrid Hjelmseth","Norway","Stabæk",2019
"Ingrid Moe Wold","Norway","LSK Kvinner",2019
"Maria Thorisdottir","Norway","Chelsea",2019
"Stine Hovland","Norway","Sandviken",2019
"Synne Skinnes Hansen","Norway","LSK Kvinner",2019
"Maren Mjelde","Norway","Chelsea",2019
"Elise Thorsnes","Norway","LSK Kvinner",2019
"Vilde Bøe Risa","Norway","Kopparbergs/Göteborg",2019
"Isabell Herlovsen","Norway","Kolbotn",2019
"Caroline Graham Hansen","Norway","VfL Wolfsburg",2019
"Lisa-Marie Karlseng Utland","Norway","Rosengård",2019
"Cecilie Fiskerstrand","Norway","LSK Kvinner",2019
"Therese Åsland","Norway","LSK Kvinner",2019
"Ingrid Syrstad Engen","Norway","LSK Kvinner",2019
"Amalie Eikeland","Norway","Sandviken",2019
"Guro Reiten","Norway","LSK Kvinner",2019
"Kristine Minde","Norway","VfL Wolfsburg",2019
"Frida Maanum","Norway","Linköping",2019
"Cecilie Redisch Kvamme","Norway","Sandviken",2019
"Emilie Haavi","Norway","LSK Kvinner",2019
"Karina Sævik","Norway","Kolbotn",2019
"Emilie Nautnes","Norway","Arna-Bjørnar",2019
"Oda Maria Hove Bogstad","Norway","Arna-Bjørnar",2019
"Kang Ga-ae","South Korea","Gumi Sportstoto",2019
"Lee Eun-mi","South Korea","Suwon UDC",2019
"Jeong Yeong-a","South Korea","Gyeongju KHNP",2019
"Hwang Bo-ram","South Korea","Hwacheon KSPO",2019
"Kim Do-yeon","South Korea","Hyundai Steel Red Angels",2019
"Lim Seon-joo","South Korea","Hyundai Steel Red Angels",2019
"Lee Min-a","South Korea","INAC Kobe Leonessa",2019
"Cho So-hyun","South Korea","West Ham United",2019
"Moon Mi-ra","South Korea","Suwon UDC",2019
"Ji So-yun","South Korea","Chelsea",2019
"Jung Seol-bin","South Korea","Hyundai Steel Red Angels",2019
"Kang Yu-mi","South Korea","Hwacheon KSPO",2019
"Yeo Min-ji","South Korea","Suwon UDC",2019
"Shin Dam-yeong","South Korea","Hyundai Steel Red Angels",2019
"Lee Young-ju","South Korea","Hyundai Steel Red Angels",2019
"Jang Sel-gi","South Korea","Hyundai Steel Red Angels",2019
"Lee Geum-min","South Korea","Gyeongju KHNP",2019
"Kim Min-jeong","South Korea","Hyundai Steel Red Angels",2019
"Lee So-dam","South Korea","Hyundai Steel Red Angels",2019
"Kim Hye-ri","South Korea","Hyundai Steel Red Angels",2019
"Jung Bo-ram","South Korea","Hwacheon KSPO",2019
"Son Hwa-yeon","South Korea","Changnyeong",2019
"Kang Chae-rim","South Korea","Hyundai Steel Red Angels",2019
"Xu Huan","China","Beijing Phoenix",2019
"Liu Shanshan","China","Beijing Phoenix",2019
"Lin Yuping","China","Wuhan Jianghan University",2019
"Lou Jiahui","China","Henan Huishang",2019
"Wu Haiyan","China","Wuhan Jianghan University",2019
"Han Peng","China","Guangdong Huijun",2019
"Wang Shuang","China","Paris Saint-Germain",2019
"Li Jiayue","China","Shanghai [zh]",2019
"Yang Li","China","Jiangsu Suning",2019
"Li Ying","China","Guangdong Huijun",2019
"Wang Shanshan","China","Dalian Quanjian",2019
"Peng Shimeng","China","Jiangsu Suning",2019
"Wang Yan","China","Beijing Phoenix",2019
"Wang Ying","China","Wuhan Jianghan University",2019
"Song Duan","China","Dalian Quanjian",2019
"Li Wen","China","Dalian Quanjian",2019
"Gu Yasha","China","Beijing Phoenix",2019
"Bi Xiaolin","China","Dalian Quanjian",2019
"Tan Ruyin","China","Guangdong Huijun",2019
"Zhang Rui","China","Changchun Zhuoyue",2019
"Yao Wei","China","Wuhan Jianghan University",2019
"Luo Guiping","China","Guangdong Huijun",2019
"Liu Yanqiu","China","Wuhan Jianghan University",2019
"Almuth Schult","Germany","VfL Wolfsburg",2019
"Carolin Simon","Germany","Lyon",2019
"Kathrin Hendrich","Germany","Bayern Munich",2019
"Leonie Maier","Germany","Bayern Munich",2019
"Marina Hegering","Germany","SGS Essen",2019
"Lena Oberdorf","Germany","SGS Essen",2019
"Lea Schüller","Germany","SGS Essen",2019
"Lena Goeßling","Germany","VfL Wolfsburg",2019
"Svenja Huth","Germany","Turbine Potsdam",2019
"Dzsenifer Marozsán","Germany","Lyon",2019
"Alexandra Popp","Germany","VfL Wolfsburg",2019
"Laura Benkarth","Germany","Bayern Munich",2019
"Sara Däbritz","Germany","Bayern Munich",2019
"Johanna Elsig","Germany","Turbine Potsdam",2019
"Giulia Gwinn","Germany","SC Freiburg",2019
"Linda Dallmann","Germany","SGS Essen",2019
"Verena Schweers","Germany","Bayern Munich",2019
"Melanie Leupolz","Germany","Bayern Munich",2019
"Klara Bühl","Germany","SC Freiburg",2019
"Lina Magull","Germany","Bayern Munich",2019
"Merle Frohms","Germany","SC Freiburg",2019
"Turid Knaak","Germany","SGS Essen",2019
"Sara Doorsoun","Germany","VfL Wolfsburg",2019
"Mapaseka Mpuru","South Africa","University of Pretoria",2019
"Lebogang Ramalepe","South Africa","Ma-Indies",2019
"Nothando Vilakazi","South Africa","Gintra Universitetas",2019
"Noko Matlou","South Africa","Ma-Indies",2019
"Janine van Wyk","South Africa","JVW",2019
"Mamello Makhabane","South Africa","JVW",2019
"Karabo Dhlamini","South Africa","Mamelodi Sundowns",2019
"Ode Fulutudilu","South Africa","Málaga",2019
"Amanda Mthandi","South Africa","University of Johannesburg",2019
"Linda Motlhalo","South Africa","Beijing Phoenix",2019
"Thembi Kgatlana","South Africa","Beijing Phoenix",2019
"Jermaine Seoposenwe","South Africa","Gintra Universitetas",2019
"Bambanani Mbane","South Africa","Bloemfontein Celtic",2019
"Tiisetso Makhubela","South Africa","Mamelodi Sundowns",2019
"Refiloe Jane","South Africa","Unattached",2019
"Andile Dlamini","South Africa","Mamelodi Sundowns",2019
"Leandra Smeda","South Africa","Vittsjö",2019
"Bongeka Gamede","South Africa","University of the Western Cape",2019
"Kholosa Biyana","South Africa","University of KwaZulu-Natal",2019
"Kaylin Swart","South Africa","Golden Stars",2019
"Busisiwe Ndimeni","South Africa","Tshwane University of Technology",2019
"Rhoda Mulaudzi","South Africa","Unattached",2019
"Sibulele Holweni","South Africa","Sophakama Ladies/HPC",2019
"Lola Gallardo","Spain","Atlético Madrid",2019
"Celia Jiménez","Spain","Reign FC",2019
"Leila Ouahabi","Spain","Barcelona",2019
"Irene Paredes","Spain","Paris Saint-Germain",2019
"Ivana Andrés","Spain","Levante",2019
"Vicky Losada","Spain","Barcelona",2019
"Marta Corredera","Spain","Levante",2019
"Marta Torrejón","Spain","Barcelona",2019
"Mariona Caldentey","Spain","Barcelona",2019
"Jennifer Hermoso","Spain","Atlético Madrid",2019
"Alexia Putellas","Spain","Barcelona",2019
"Patricia Guijarro","Spain","Barcelona",2019
"Sandra Paños","Spain","Barcelona",2019
"Virginia Torrecilla","Spain","Montpellier",2019
"Silvia Meseguer","Spain","Atlético Madrid",2019
"María Pilar León","Spain","Barcelona",2019
"Lucía García","Spain","Athletic Bilbao",2019
"Aitana Bonmatí","Spain","Barcelona",2019
"Amanda Sampedro","Spain","Atlético Madrid",2019
"Andrea Pereira","Spain","Barcelona",2019
"Andrea Falcón","Spain","Atlético Madrid",2019
"Nahikari García","Spain","Real Sociedad",2019
"María Asunción Quiñones","Spain","Real Sociedad",2019
"Lydia Williams","Australia","Reign FC",2019
"Gema Simon","Australia","Newcastle Jets",2019
"Aivi Luik","Australia","Levante",2019
"Clare Polkinghorne","Australia","Houston Dash",2019
"Karly Roestbakken","Australia","Canberra United",2019
"Chloe Logarzo","Australia","Washington Spirit",2019
"Steph Catley","Australia","Reign FC",2019
"Elise Kellond-Knight","Australia","Reign FC",2019
"Caitlin Foord","Australia","Portland Thorns",2019
"Emily van Egmond","Australia","Orlando Pride",2019
"Lisa De Vanna","Australia","Sydney FC",2019
"Teagan Micah","Australia","UCLA Bruins",2019
"Tameka Yallop","Australia","Klepp",2019
"Alanna Kennedy","Australia","Orlando Pride",2019
"Emily Gielnik","Australia","Melbourne Victory",2019
"Hayley Raso","Australia","Portland Thorns",2019
"Mary Fowler","Australia","Bankstown City",2019
"Mackenzie Arnold","Australia","Brisbane Roar",2019
"Katrina Gorry","Australia","Brisbane Roar",2019
"Sam Kerr","Australia","Chicago Red Stars",2019
"Ellie Carpenter","Australia","Portland Thorns",2019
"Amy Harrison","Australia","Washington Spirit",2019
"Teigen Allen","Australia","Melbourne Victory",2019
"Bárbara","Brazil","Kindermann",2019
"Poliana","Brazil","São José",2019
"Daiane","Brazil","Paris Saint-Germain",2019
"Tayla","Brazil","Benfica",2019
"Thaisa","Brazil","Milan",2019
"Tamires","Brazil","Fortuna Hjørring",2019
"Andressa","Brazil","Barcelona",2019
"Formiga","Brazil","Paris Saint-Germain",2019
"Debinha","Brazil","North Carolina Courage",2019
"Marta","Brazil","Orlando Pride",2019
"Cristiane","Brazil","São Paulo",2019
"Aline","Brazil","Granadilla",2019
"Letícia Santos","Brazil","SC Sand",2019
"Kathellen","Brazil","Bordeaux",2019
"Camila","Brazil","Orlando Pride",2019
"Beatriz","Brazil","Hyundai Steel Red Angels",2019
"Andressinha","Brazil","Portland Thorns",2019
"Luana","Brazil","Hwacheon KSPO",2019
"Ludmila","Brazil","Atlético Madrid",2019
"Raquel","Brazil","Sporting Huelva",2019
"Mônica","Brazil","Corinthians",2019
"Letícia Izidoro","Brazil","Corinthians",2019
"Geyse","Brazil","Benfica",2019
"Laura Giuliani","Italy","Juventus",2019
"Valentina Bergamaschi","Italy","Milan",2019
"Sara Gama","Italy","Juventus",2019
"Aurora Galli","Italy","Juventus",2019
"Elena Linari","Italy","Atlético Madrid",2019
"Martina Rosucci","Italy","Juventus",2019
"Alia Guagni","Italy","Fiorentina",2019
"Alice Parisi","Italy","Fiorentina",2019
"Daniela Sabatino","Italy","Milan",2019
"Cristiana Girelli","Italy","Juventus",2019
"Barbara Bonansea","Italy","Juventus",2019
"Chiara Marchitelli","Italy","Florentia",2019
"Elisa Bartoli","Italy","Roma",2019
"Stefania Tarenzi","Italy","ChievoVerona Valpo [it]",2019
"Annamaria Serturini","Italy","Roma",2019
"Laura Fusetti","Italy","Milan",2019
"Lisa Boattin","Italy","Juventus",2019
"Ilaria Mauro","Italy","Fiorentina",2019
"Valentina Giacinti","Italy","Milan",2019
"Linda Tucceri Cimini","Italy","Milan",2019
"Valentina Cernoia","Italy","Juventus",2019
"Rosalia Pipitone","Italy","Roma",2019
"Manuela Giugliano","Italy","Milan",2019
"Sydney Schneider","Jamaica","UNC Wilmington Seahawks",2019
"Lauren Silver","Jamaica","Trondheims-Ørn",2019
"Chanel Hudson-Marks","Jamaica","Memphis Tigers",2019
"Chantelle Swaby","Jamaica","Rutgers Scarlet Knights",2019
"Konya Plummer","Jamaica","UCF Knights",2019
"Havana Solaun","Jamaica","Klepp",2019
"Chinyelu Asher","Jamaica","Stabæk",2019
"Ashleigh Shim","Jamaica","Unattached",2019
"Marlo Sweatman","Jamaica","Szent Mihály",2019
"Jody Brown","Jamaica","Montverde Academy",2019
"Khadija Shaw","Jamaica","Tennessee Volunteers",2019
"Sashana Campbell","Jamaica","Maccabi Kishronot Hadera",2019
"Nicole McClure","Jamaica","Sion Swifts",2019
"Deneisha Blackwood","Jamaica","West Florida Argonauts",2019
"Tiffany Cameron","Jamaica","Stabæk",2019
"Dominique Bond-Flasza","Jamaica","PSV",2019
"Allyson Swaby","Jamaica","Roma",2019
"Trudi Carter","Jamaica","Roma",2019
"Toriana Patterson","Jamaica","Pink Sport Time",2019
"Cheyna Matthews","Jamaica","Washington Spirit",2019
"Olufolasade Adamolekun","Jamaica","United Soccer Alliance",2019
"Mireya Grey","Jamaica","Seattle Sounders",2019
"Yazmeen Jamieson","Jamaica","Papakura City",2019
"Vanina Correa","Argentina","Rosario Central",2019
"Agustina Barroso","Argentina","Madrid CFF",2019
"Eliana Stábile","Argentina","Boca Juniors",2019
"Adriana Sachs","Argentina","UAI Urquiza",2019
"Vanesa Santana","Argentina","Logroño",2019
"Aldana Cometti","Argentina","Sevilla",2019
"Yael Oviedo","Argentina","Rayo Vallecano",2019
"Ruth Bravo","Argentina","Tacón",2019
"Sole Jaimes","Argentina","Lyon",2019
"Estefanía Banini","Argentina","Levante",2019
"Florencia Bonsegundo","Argentina","Sporting Huelva",2019
"Gaby Garton","Argentina","Unattached",2019
"Virginia Gómez","Argentina","Rosario Central",2019
"Miriam Mayorga","Argentina","UAI Urquiza",2019
"Belén Potassa","Argentina","UAI Urquiza",2019
"Lorena Benítez","Argentina","Boca Juniors",2019
"Mariela Coronel","Argentina","Granada",2019
"Gabriela Chávez","Argentina","River Plate",2019
"Mariana Larroquette","Argentina","UAI Urquiza",2019
"Dalila Ippólito","Argentina","River Plate",2019
"Natalie Juncos","Argentina","Unattached",2019
"Milagros Menéndez","Argentina","UAI Urquiza",2019
"Solana Pereyra","Argentina","UAI Urquiza",2019
"Karen Bardsley","England","Manchester City",2019
"Lucy Bronze","England","Lyon",2019
"Alex Greenwood","England","Manchester United",2019
"Keira Walsh","England","Manchester City",2019
"Steph Houghton","England","Manchester City",2019
"Millie Bright","England","Chelsea",2019
"Nikita Parris","England","Manchester City",2019
"Jill Scott","England","Manchester City",2019
"Jodie Taylor","England","Reign FC",2019
"Fran Kirby","England","Chelsea",2019
"Toni Duggan","England","Barcelona",2019
"Demi Stokes","England","Manchester City",2019
"Carly Telford","England","Chelsea",2019
"Leah Williamson","England","Arsenal",2019
"Abbie McManus","England","Manchester City",2019
"Jade Moore","England","Reading",2019
"Rachel Daly","England","Houston Dash",2019
"Ellen White","England","Birmingham City",2019
"Georgia Stanway","England","Manchester City",2019
"Karen Carney","England","Chelsea",2019
"Mary Earps","England","VfL Wolfsburg",2019
"Beth Mead","England","Arsenal",2019
"Lucy Staniforth","England","Birmingham City",2019
"Sakiko Ikeda","Japan","Urawa Red Diamonds",2019
"Rumi Utsugi","Japan","Reign FC",2019
"Aya Sameshima","Japan","INAC Kobe Leonessa",2019
"Saki Kumagai","Japan","Lyon",2019
"Nana Ichise","Japan","Vegalta Sendai",2019
"Hina Sugita","Japan","INAC Kobe Leonessa",2019
"Emi Nakajima","Japan","INAC Kobe Leonessa",2019
"Mana Iwabuchi","Japan","INAC Kobe Leonessa",2019
"Yuika Sugasawa","Japan","Urawa Red Diamonds",2019
"Mizuho Sakaguchi","Japan","Nippon TV Beleza",2019
"Rikako Kobayashi","Japan","Nippon TV Beleza",2019
"Moeka Minami","Japan","Urawa Red Diamonds",2019
"Saori Takarada","Japan","Cerezo Osaka Sakai",2019
"Yui Hasegawa","Japan","Nippon TV Beleza",2019
"Yuka Momiki","Japan","Nippon TV Beleza",2019
"Asato Miyagawa","Japan","Nippon TV Beleza",2019
"Narumi Miura","Japan","Nippon TV Beleza",2019
"Ayaka Yamashita","Japan","Nippon TV Beleza",2019
"Jun Endo","Japan","Nippon TV Beleza",2019
"Kumi Yokoyama","Japan","AC Nagano Parceiro",2019
"Chika Hirao","Japan","Albirex Niigata",2019
"Risa Shimizu","Japan","Nippon TV Beleza",2019
"Shiori Miyake","Japan","INAC Kobe Leonessa",2019
"Lee Alexander","Scotland","Glasgow City",2019
"Kirsty Smith","Scotland","Manchester United",2019
"Nicola Docherty","Scotland","Glasgow City",2019
"Rachel Corsie","Scotland","Utah Royals",2019
"Jen Beattie","Scotland","Manchester City",2019
"Joanne Love","Scotland","Glasgow City",2019
"Hayley Lauder","Scotland","Glasgow City",2019
"Kim Little","Scotland","Arsenal",2019
"Caroline Weir","Scotland","Manchester City",2019
"Leanne Crichton","Scotland","Glasgow City",2019
"Lisa Evans","Scotland","Arsenal",2019
"Shannon Lynn","Scotland","Vittsjö",2019
"Jane Ross","Scotland","West Ham United",2019
"Chloe Arthur","Scotland","Birmingham City",2019
"Sophie Howard","Scotland","Reading",2019
"Christie Murray","Scotland","Liverpool",2019
"Joelle Murray","Scotland","Hibernian",2019
